,0
3290,Oprm1
3291,Orai1
3292,Orc1
3293,Orm1
3294,Osgep
3295,Osm
3296,Osmr
3297,Osr1
3298,Osr2
3299,Otc
3300,Otof
3301,Otp
3302,Otud5
3303,Otud7b
3304,Otx1
3305,Otx2
3306,Ovol1
3307,Oxt
3308,Oxtr
3309,P2rx3
3310,P2rx4
3311,P2rx7
3312,P2ry1
3313,P2ry12
3314,P2ry13
3315,P2ry2
3316,P3h1
3317,P3h3
3318,P4hb
3319,Pa2g4
3320,Pacsin3
3321,Padi2
3322,Padi4
3323,Padi6
3324,Pafah1b1
3325,Pafah1b2
3326,Pafah1b3
3327,Pah
3328,Paip1
3329,Pak1
3330,Pak2
3331,Pak3
3332,Pakap
3333,Pald1
3334,Palmd
3335,Panx1
3336,Panx2
3337,Panx3
3338,Pard3
3339,Pard6a
3340,Pard6b
3341,Park7
3342,Parp1
3343,Parp2
3344,Parpbp
3345,Parva
3346,Parvb
3347,Patj
3348,Patz1
3349,Pawr
3350,Pax1
3351,Pax2
3352,Pax3
3353,Pax4
3354,Pax5
3355,Pax6
3356,Pax7
3357,Pax8
3358,Pax9
3359,Paxbp1
3360,Paxip1
3361,Pbrm1
3362,Pbx2
3363,Pbx3
3364,Pcbp3
3365,Pcdh10
3366,Pcdh11x
3367,Pcdh15
3368,Pcdh20
3369,Pcdh8
3370,Pcdha2
3371,Pcdha7
3372,Pcgf1
3373,Pcgf2
3374,Pcif1
3375,Pclaf
3376,Pcm1
3377,Pcmtd2
3378,Pcna
3379,Pcnt
3380,Pcp2
3381,Pcsk1
3382,Pcsk4
3383,Pcsk6
3384,Pcsk9
3385,Pcx
3386,Pdap1
3387,Pdc
3388,Pdcd1
3389,Pdcd1lg2
3390,Pdcd4
3391,Pde10a
3392,Pde12
3393,Pde1b
3394,Pde1c
3395,Pde3b
3396,Pde4c
3397,Pde6b
3398,Pde6c
3399,Pde6g
3400,Pde7b
3401,Pde8a
3402,Pde8b
3403,Pdgfa
3404,Pdgfb
3405,Pdgfra
3406,Pdgfrb
3407,Pdia3
3408,Pdk1
3409,Pdk4
3410,Pdlim1
3411,Pdlim4
3412,Pdpk1
3413,Pdpn
3414,Pdx1
3415,Pdxk
3416,Pdyn
3417,Pdzd7
3418,Pdzk1
3419,Pecam1
3420,Peg10
3421,Peg3
3422,Per1
3423,Per2
3424,Per3
3425,Pex3
3426,Pf4
3427,Pfas
3428,Pfkfb1
3429,Pfkfb2
3430,Pfkl
3431,Pfkp
3432,Pfn4
3433,Pgam5
3434,Pgf
3435,Pgk1
3436,Pgk2
3437,Pgpep1
3438,Pgr
3439,Phb
3440,Phb2
3441,Phc1
3442,Phc2
3443,Phex
3444,Phf10
3445,Phf3
3446,Phf6
3447,Phlda2
3448,Phox2a
3449,Phox2b
3450,Phtf1
3451,Phyhd1
3452,Phykpl
3453,Pi4ka
3454,Pianp
3455,Pias1
3456,Pias2
3457,Pias3
3458,Picalm
3459,Pick1
3460,Piezo1
3461,Piezo2
3462,Pifo
3463,Pik3c3
3464,Pik3ca
3465,Pik3cb
3466,Pik3cd
3467,Pik3cg
3468,Pik3r1
3469,Pik3r2
3470,Pim1
3471,Pim2
3472,Pin1
3473,Pink1
3474,Pinlyp
3475,Pip
3476,Pip4k2c
3477,Pip4p1
3478,Pip5k1c
3479,Pirb
3480,Pisd
3481,Pithd1
3482,Pitpnm1
3483,Pitrm1
3484,Pitx1
3485,Pitx2
3486,Piwil1
3487,Piwil2
3488,Piwil4
3489,Pja1
3490,Pja2
3491,Pkd1
3492,Pkd2
3493,Pkd2l1
3494,Pkia
3495,Pkib
3496,Pkig
3497,Pklr
3498,Pkm
3499,Pkn1
3500,Pknox2
3501,Pkp4
3502,Pla2g10
3503,Pla2g2e
3504,Pla2g2f
3505,Pla2g4a
3506,Pla2g6
3507,Pla2r1
3508,Plaat1
3509,Plac8
3510,Plac9a
3511,Plagl1
3512,Plagl2
3513,Plau
3514,Plaur
3515,Plcb2
3516,Plcb4
3517,Plcg1
3518,Plcg2
3519,Pld1
3520,Pld2
3521,Pld5
3522,Plec
3523,Plekha1
3524,Plekha2
3525,Plekha5
3526,Plekhg2
3527,Plekhg4
3528,Plg
3529,Plgrkt
3530,Plin1
3531,Plin2
3532,Plin4
3533,Plin5
3534,Plk1
3535,Plk2
3536,Plk3
3537,Plk4
3538,Pllp
3539,Pln
3540,Plod1
3541,Plod3
3542,Plp2
3543,Plpp3
3544,Plppr3
3545,Plppr4
3546,Pls1
3547,Pltp
3548,Plvap
3549,Plxdc2
3550,Plxna1
3551,Plxna2
3552,Plxna3
3553,Plxna4
3554,Plxnb2
3555,Plxnc1
3556,Plxnd1
3557,Pmaip1
3558,Pmch
3559,Pml
3560,Pmm2
3561,Pmp22
3562,Pms1
3563,Pms2
3564,Pnkd
3565,Pnoc
3566,Pnpla1
3567,Pnpla2
3568,Pnpla3
3569,Podxl
3570,Polb
3571,Polg
3572,Polk
3573,Polr1e
3574,Polr2a
3575,Polr2b
3576,Polr2e
3577,Polr2f
3578,Polr2h
3579,Polr2j
3580,Polr3e
3581,Pom121
3582,Pomc
3583,Pon1
3584,Pon3
3585,Por
3586,Postn
3587,Pou1f1
3588,Pou2af1
3589,Pou2f1
3590,Pou2f3
3591,Pou3f1
3592,Pou3f2
3593,Pou3f3
3594,Pou3f4
3595,Pou4f1
3596,Pou4f2
3597,Pou4f3
3598,Pou5f1
3599,Pou6f1
3600,Pou6f2
3601,Ppara
3602,Pparg
3603,Ppargc1a
3604,Ppargc1b
3605,Ppfibp1
3606,Ppif
3607,Ppl
3608,Ppm1d
3609,Ppm1h
3610,Ppp1cc
3611,Ppp1r10
3612,Ppp1r16b
3613,Ppp1r1b
3614,Ppp1r1c
3615,Ppp1r2
3616,Ppp1r3a
3617,Ppp1r7
3618,Ppp2ca
3619,Ppp2r1a
3620,Ppp2r1b
3621,Ppp2r2a
3622,Ppp2r2b
3623,Ppp2r5c
3624,Ppp3cb
3625,Ppp3r1
3626,Ppp3r2
3627,Ppp4r3a
3628,Ppp5c
3629,Ppp6c
3630,Ppp6r3
3631,Ppt1
3632,Praf2
3633,Prap1
3634,Prdm1
3635,Prdm13
3636,Prdm14
3637,Prdm16
3638,Prdm9
3639,Preb
3640,Prelp
3641,Prep
3642,Prf1
3643,Prickle3
3644,Primpol
3645,Prkaa1
3646,Prkaa2
3647,Prkab1
3648,Prkaca
3649,Prkacb
3650,Prkar1a
3651,Prkar2b
3652,Prkca
3653,Prkcd
3654,Prkce
3655,Prkcg
3656,Prkci
3657,Prkcq
3658,Prkcz
3659,Prkd1
3660,Prkd3
3661,Prkdc
3662,Prkg2
3663,Prkn
3664,Prl
3665,Prl2c2
3666,Prl3a1
3667,Prl3b1
3668,Prl3c1
3669,Prl3d1
3670,Prl7a1
3671,Prl8a1
3672,Prl8a2
3673,Prl8a6
3674,Prm1
3675,Prmt1
3676,Prmt3
3677,Prmt5
3678,Prmt7
3679,Prodh
3680,Prok1
3681,Prokr2
3682,Prom1
3683,Prom2
3684,Prop1
3685,Prorp
3686,Prox1
3687,Prpf19
3688,Prpf3
3689,Prpf31
3690,Prpf4b
3691,Prpf8
3692,Prph
3693,Prph2
3694,Prps1
3695,Prpsap2
3696,Prr5
3697,Prr5l
3698,Prrc2b
3699,Prrx1
3700,Prrxl1
3701,Prss1
3702,Prss21
3703,Prss41
3704,Prss42
3705,Prss50
3706,Prune1
3707,Psat1
3708,Psd2
3709,Psen1
3710,Psen2
3711,Psma4
3712,Psmb11
3713,Psmb6
3714,Psmb8
3715,Psmb9
3716,Psmc2
3717,Psmd1
3718,Psmd10
3719,Psmd11
3720,Psmd12
3721,Psmd13
3722,Psmd14
3723,Psmd3
3724,Psmd5
3725,Psmd6
3726,Psmd9
3727,Ptafr
3728,Ptar1
3729,Ptbp1
3730,Ptch1
3731,Ptch2
3732,Ptchd1
3733,Pten
3734,Ptf1a
3735,Ptgdr
3736,Ptgds
3737,Ptger1
3738,Ptger2
3739,Ptger3
3740,Ptger4
3741,Ptges
3742,Ptgfr
3743,Ptgir
3744,Ptgr1
3745,Ptgs1
3746,Ptgs2
3747,Pth
3748,Pth1r
3749,Pth2r
3750,Pthlh
3751,Ptk2
3752,Ptk2b
3753,Ptk6
3754,Ptp4a1
3755,Ptpa
3756,Ptpn1
3757,Ptpn11
3758,Ptpn2
3759,Ptpn22
3760,Ptpn23
3761,Ptpn5
3762,Ptpn6
3763,Ptpra
3764,Ptprc
3765,Ptprf
3766,Ptprk
3767,Ptprn2
3768,Ptprq
3769,Ptpru
3770,Ptprz1
3771,Pttg1
3772,Ptx3
3773,Pvalb
3774,Pwp1
3775,Pxn
3776,Pycard
3777,Pycrl
3778,Pygb
3779,Pygl
3780,Pyroxd1
3781,Pzp
3782,Qdpr
3783,Qrfpr
3784,Qsox1
3785,Rab10
3786,Rab11a
3787,Rab1a
3788,Rab20
3789,Rab21
3790,Rab23
3791,Rab24
3792,Rab27a
3793,Rab27b
3794,Rab28
3795,Rab29
3796,Rab32
3797,Rab37
3798,Rab38
3799,Rab39
3800,Rab3a
3801,Rab3b
3802,Rab3d
3803,Rab3gap2
3804,Rab43
3805,Rab4b
3806,Rab5a
3807,Rab5b
3808,Rab5c
3809,Rab6a
3810,Rab7
3811,Rab7b
3812,Rab8a
3813,Rab8b
3814,Rabep1
3815,Rabep2
3816,Rac1
3817,Racgap1
3818,Rack1
3819,Rad21l
3820,Rad23b
3821,Rad50
3822,Rad51
3823,Rad51b
3824,Rad51d
3825,Rad54l
3826,Rad9a
3827,Rae1
3828,Raf1
3829,Rag1
3830,Rag2
3831,Rai14
3832,Rala
3833,Ramp3
3834,Ranbp1
3835,Ranbp2
3836,Rangap1
3837,Rap1a
3838,Rap1gap
3839,Rap2a
3840,Rapgef1
3841,Rapgef3
3842,Rapsn
3843,Rara
3844,Rarb
3845,Rarg
3846,Rasd1
3847,Rasgrf1
3848,Rassf5
3849,Rax
3850,Rb1
3851,Rb1cc1
3852,Rbbp4
3853,Rbbp7
3854,Rbck1
3855,Rbfox2
3856,Rbfox3
3857,Rbl1
3858,Rbl2
3859,Rbm8a
3860,Rbms1
3861,Rbp1
3862,Rbp3
3863,Rbpj
3864,Rbpjl
3865,Rcan1
3866,Rcc2
3867,Rcn2
3868,Rcor1
3869,Rcor2
3870,Rdx
3871,Rec114
3872,Rec8
3873,Rel
3874,Rela
3875,Relb
3876,Reln
3877,Ren1
3878,Rest
3879,Ret
3880,Retn
3881,Retreg3
3882,Rev1
3883,Rflna
3884,Rfx2
3885,Rfx3
3886,Rfx4
3887,Rfx5
3888,Rfx6
3889,Rgcc
3890,Rgmb
3891,Rgr
3892,Rgs18
3893,Rgs20
3894,Rgs3
3895,Rgs6
3896,Rgs9
3897,Rhbdf2
3898,Rhbdl3
3899,Rheb
3900,Rho
3901,Rhoa
3902,Rhoc
3903,Rhod
3904,Rhog
3905,Rhoj
3906,Rhot2
3907,Rhox13
3908,Rhox5
3909,Rhpn1
3910,Rhpn2
3911,Ric8a
3912,Ric8b
3913,Rictor
3914,Rif1
3915,Rims2
3916,Ring1
3917,Riok3
3918,Riox1
3919,Riox2
3920,Ripk1
3921,Ripk2
3922,Ripk3
3923,Rita1
3924,Rlim
3925,Rln1
3926,Rln3
3927,Rmdn3
3928,Rnase1
3929,Rnase4
3930,Rnaseh2b
3931,Rnaset2a
3932,Rnd2
3933,Rnf10
3934,Rnf13
3935,Rnf130
3936,Rnf14
3937,Rnf144a
3938,Rnf19a
3939,Rnf2
3940,Rnf20
3941,Rnf219
3942,Rnf220
3943,Rnf31
3944,Rnh1
3945,Robo1
3946,Robo2
3947,Robo3
3948,Rock1
3949,Rock2
3950,Ror1
3951,Ror2
3952,Rora
3953,Rorb
3954,Rorc
3955,Ros1
3956,Rp1l1
3957,Rp2
3958,Rpa1
3959,Rpe65
3960,Rph3a
3961,Rph3al
3962,Rpn1
3963,Rprml
3964,Rptor
3965,Rragd
3966,Rras2
3967,Rsad1
3968,Rsbn1
3969,Rsf1
3970,Rsph1
3971,Rsph10b
3972,Rsph9
3973,Rspo1
3974,Rspo2
3975,Rspo3
3976,Rsrp1
3977,Rtbdn
3978,Rtcb
3979,Rtf1
3980,Rtkn2
3981,Rtn2
3982,Rtn3
3983,Rtn4
3984,Rtn4r
3985,Rubcn
3986,Rundc1
3987,Runx1
3988,Runx2
3989,Runx3
3990,Ruvbl1
3991,Ruvbl2
3992,Rxfp1
3993,Rxfp2
3994,Rxfp3
3995,Rxra
3996,Rxrb
3997,Rxrg
3998,Rybp
3999,Ryk
4000,Ryr1
4001,Ryr2
4002,Ryr3
4003,S100a1
4004,S100a10
4005,S100b
4006,S1pr1
4007,S1pr2
4008,S1pr3
4009,S1pr5
4010,Saa1
4011,Saa2
4012,Sacm1l
4013,Sag
4014,Sall1
4015,Sall3
4016,Sall4
4017,Samd11
4018,Samd14
4019,Samd8
4020,Samhd1
4021,Sap130
4022,Sap18
4023,Saraf
4024,Sardh
4025,Sarm1
4026,Sart3
4027,Sass6
4028,Satb2
4029,Saysd1
4030,Scamp4
4031,Scarb1
4032,Scarb2
4033,Scgb1b27
4034,Scimp
4035,Scin
4036,Scmh1
4037,Scn10a
4038,Scn1a
4039,Scn2a
4040,Scn3b
4041,Scn4a
4042,Scn4b
4043,Scn5a
4044,Scn8a
4045,Scn9a
4046,Scnn1a
4047,Scnn1b
4048,Scnn1g
4049,Scrib
4050,Scrt1
4051,Scrt2
4052,Sct
4053,Scx
4054,Sdc1
4055,Sdc2
4056,Sdcbp
4057,Sdccag8
4058,Sdha
4059,Sdhb
4060,Sdhc
4061,Sdk1
4062,Sdk2
4063,Sdr16c5
4064,Sec1
4065,Sec22b
4066,Sec23a
4067,Sec24c
4068,Sec61a1
4069,Sel1l
4070,Sele
4071,Selenof
4072,Selenoh
4073,Selenoi
4074,Selenok
4075,Selenon
4076,Selenoo
4077,Selenop
4078,Selenos
4079,Selenov
4080,Sell
4081,Selp
4082,Selplg
4083,Sema3a
4084,Sema3b
4085,Sema3c
4086,Sema3d
4087,Sema3e
4088,Sema3f
4089,Sema4a
4090,Sema4d
4091,Sema4g
4092,Sema5a
4093,Sema5b
4094,Sema6a
4095,Sema6c
4096,Sema6d
4097,Senp3
4098,Sept10
4099,Sept11
4100,Sept2
4101,Sept3
4102,Sept4
4103,Sept5
4104,Sept6
4105,Sept7
4106,Sept8
4107,Sept9
4108,Serpina3a
4109,Serpina3c
4110,Serpina3f
4111,Serpina3i
4112,Serpina3n
4113,Serpinb13
4114,Serpinb3b
4115,Serpinb5
4116,Serpinc1
4117,Serpind1
4118,Serpine1
4119,Serpine2
4120,Serpinf2
4121,Serping1
4122,Serpini1
4123,Sertad1
4124,Sesn1
4125,Sesn2
4126,Set
4127,Setbp1
4128,Setd1a
4129,Setd1b
4130,Setd5
4131,Setd6
4132,Setdb1
4133,Setx
4134,Sez6
4135,Sez6l2
4136,Sf1
4137,Sf3a1
4138,Sf3b6
4139,Sfpq
4140,Sfrp1
4141,Sfrp2
4142,Sfrp4
4143,Sfxn1
4144,Sfxn3
4145,Sgca
4146,Sgcd
4147,Sgk1
4148,Sgms2
4149,Sgo1
4150,Sgo2a
4151,Sgpl1
4152,Sgsh
4153,Sgta
4154,Sh2d1a
4155,Sh3bp1
4156,Sh3bp2
4157,Sh3bp4
4158,Sh3bp5
4159,Sh3gl1
4160,Sh3gl2
4161,Sh3gl3
4162,Sh3rf2
4163,Sh3tc2
4164,Shank3
4165,Sharpin
4166,Shc1
4167,Shcbp1l
4168,She
4169,Shh
4170,Shisa3
4171,Shld1
4172,Shmt1
4173,Shoc2
4174,Shox2
4175,Shroom3
4176,Shtn1
4177,Siah2
4178,Sidt1
4179,Sidt2
4180,Siglec1
4181,Siglech
4182,Sigmar1
4183,Sim1
4184,Sin3a
4185,Sin3b
4186,Sinhcaf
4187,Sirpa
4188,Sirt1
4189,Sirt2
4190,Sirt3
4191,Sirt4
4192,Sirt5
4193,Sirt6
4194,Sirt7
4195,Six1
4196,Six2
4197,Six3
4198,Six6
4199,Ska1
4200,Ska2
4201,Skp1a
4202,Skp2
4203,Slamf6
4204,Slamf9
4205,Slc11a1
4206,Slc11a2
4207,Slc12a2
4208,Slc12a5
4209,Slc12a7
4210,Slc13a4
4211,Slc14a1
4212,Slc15a1
4213,Slc16a1
4214,Slc16a2
4215,Slc16a3
4216,Slc16a8
4217,Slc17a2
4218,Slc17a6
4219,Slc17a7
4220,Slc17a8
4221,Slc18a2
4222,Slc18a3
4223,Slc19a1
4224,Slc19a2
4225,Slc19a3
4226,Slc1a1
4227,Slc1a3
4228,Slc20a2
4229,Slc22a18
4230,Slc22a2
4231,Slc22a5
4232,Slc22a6
4233,Slc22a8
4234,Slc24a3
4235,Slc24a4
4236,Slc25a17
4237,Slc25a20
4238,Slc25a22
4239,Slc25a28
4240,Slc25a31
4241,Slc25a51
4242,Slc26a3
4243,Slc26a4
4244,Slc26a5
4245,Slc2a1
4246,Slc2a2
4247,Slc2a3
4248,Slc2a4
4249,Slc2a5
4250,Slc30a10
4251,Slc30a3
4252,Slc30a8
4253,Slc31a1
4254,Slc32a1
4255,Slc39a5
4256,Slc39a8
4257,Slc3a1
4258,Slc40a1
4259,Slc44a5
4260,Slc45a1
4261,Slc45a2
4262,Slc47a1
4263,Slc4a1
4264,Slc4a10
4265,Slc4a7
4266,Slc4a9
4267,Slc52a3
4268,Slc5a12
4269,Slc5a2
4270,Slc5a7
4271,Slc6a11
4272,Slc6a14
4273,Slc6a19
4274,Slc6a3
4275,Slc6a4
4276,Slc6a5
4277,Slc6a8
4278,Slc6a9
4279,Slc7a10
4280,Slc8a1
4281,Slc8a3
4282,Slc8b1
4283,Slc9a1
4284,Slc9a3
4285,Slc9a3r1
4286,Slc9a3r2
4287,Slc9a4
4288,Slc9a8
4289,Slc9a9
4290,Slco1a1
4291,Slco3a1
4292,Slco4c1
4293,Slit1
4294,Slit2
4295,Slit3
4296,Slitrk1
4297,Slitrk3
4298,Slk
4299,Slurp2
4300,Smad1
4301,Smad2
4302,Smad3
4303,Smad4
4304,Smad5
4305,Smad6
4306,Smad7
4307,Smad9
4308,Smap1
4309,Smap2
4310,Smarca1
4311,Smarca2
4312,Smarca4
4313,Smarca5
4314,Smarcb1
4315,Smarcc1
4316,Smarcc2
4317,Smarcd1
4318,Smarcd2
4319,Smarcd3
4320,Smarce1
4321,Smc1a
4322,Smc3
4323,Smc5
4324,Smcp
4325,Smdt1
4326,Smg9
4327,Smgc
4328,Smim7
4329,Smn1
4330,Smo
4331,Smoc1
4332,Smoc2
4333,Smpd1
4334,Smpd3
4335,Smpd4
4336,Smtn
4337,Smurf1
4338,Smurf2
4339,Smyd2
4340,Smyd3
4341,Snai1
4342,Snai2
4343,Snai3
4344,Snap25
4345,Snap29
4346,Snap91
4347,Snapin
4348,Sncb
4349,Sncg
4350,Snf8
4351,Snph
4352,Snrk
4353,Snrpa
4354,Snrpd1
4355,Snrpn
4356,Snta1
4357,Sntb1
4358,Sntn
4359,Snu13
4360,Snx27
4361,Snx30
4362,Snx4
4363,Snx5
4364,Snx6
4365,Socs1
4366,Socs2
4367,Socs3
4368,Socs6
4369,Sod1
4370,Sod2
4371,Sohlh2
4372,Sorbs1
4373,Sorcs3
4374,Sorl1
4375,Sort1
4376,Sos1
4377,Sost
4378,Sostdc1
4379,Sox1
4380,Sox10
4381,Sox11
4382,Sox13
4383,Sox14
4384,Sox17
4385,Sox18
4386,Sox2
4387,Sox21
4388,Sox3
4389,Sox30
4390,Sox4
4391,Sox5
4392,Sox6
4393,Sox8
4394,Sox9
4395,Sp1
4396,Sp3
4397,Sp5
4398,Sp7
4399,Sp8
4400,Sp9
4401,Spaca6
4402,Spaca9
4403,Spag9
4404,Spast
4405,Spata25
4406,Spata4
4407,Spatc1l
4408,Spdef
4409,Spdl1
4410,Spdye4a
4411,Speg
4412,Sphk1
4413,Sphk2
4414,Spi1
4415,Spib
4416,Spink1
4417,Spink12
4418,Spink8
4419,Spn
4420,Spo11
4421,Spock3
4422,Spon1
4423,Spop
4424,Spopl
4425,Spred1
4426,Sprr2d
4427,Sprr2f
4428,Spry1
4429,Spry2
4430,Spry4
4431,Spsb1
4432,Spsb2
4433,Spta1
4434,Sptan1
4435,Sptb
4436,Sptbn2
4437,Sptlc2
4438,Sqstm1
4439,Sra1
4440,Src
4441,Srd5a3
4442,Srebf1
4443,Srebf2
4444,Srf
4445,Srgap1
4446,Srp72
4447,Srpx2
4448,Srr
4449,Srrm1
4450,Srrm4
4451,Srsf1
4452,Srsf2
4453,Srsf4
4454,Sry
4455,Ss18l1
4456,Ssbp2
4457,Ssr2
4458,Ssrp1
4459,Sst
4460,Sstr1
4461,Sstr2
4462,Sstr3
4463,Sstr4
4464,St6galnac5
4465,Stab1
4466,Stac
4467,Stag2
4468,Stam2
4469,Star
4470,Stat1
4471,Stat2
4472,Stat3
4473,Stat4
4474,Stat5a
4475,Stat5b
4476,Stat6
4477,Stau2
4478,Steap1
4479,Stim1
4480,Stim2
4481,Stimate
4482,Stip1
4483,Stk11
4484,Stk3
4485,Stk32a
4486,Stk38
4487,Stk38l
4488,Stk39
4489,Stk4
4490,Stmn2
4491,Stmn4
4492,Stom
4493,Stoml3
4494,Stra6l
4495,Stra8
4496,Strn3
4497,Stub1
4498,Stx1a
4499,Stx8
4500,Stxbp1
4501,Stxbp4
4502,Stxbp5l
4503,Sucnr1
4504,Sufu
4505,Sulf1
4506,Sulf2
4507,Sult1a1
4508,Sult2a8
4509,Sumf1
4510,Sumo1
4511,Sumo3
4512,Sun1
4513,Supt16
4514,Supt20
4515,Supt3
4516,Supt5
4517,Supt6
4518,Suv39h1
4519,Suz12
4520,Sv2a
4521,Sv2c
4522,Svil
4523,Syce2
4524,Sycp1
4525,Sycp3
4526,Syk
4527,Syn1
4528,Syn2
4529,Syn3
4530,Syncrip
4531,Syne1
4532,Syne4
4533,Syngr3
4534,Synj2bp
4535,Synpo
4536,Synpo2
4537,Syp
4538,Sypl2
4539,Syt2
4540,Syt4
4541,Syt6
4542,Syt9
4543,Sytl5
4544,Szt2
4545,T
4546,Taar5
4547,Tab1
4548,Tac1
4549,Tac2
4550,Tacr1
4551,Tacr2
4552,Tacr3
4553,Tacstd2
4554,Taf11
4555,Taf12
4556,Taf15
4557,Taf4
4558,Taf5l
4559,Taf6l
4560,Taf9
4561,Tagln
4562,Tal1
4563,Tap1
4564,Tardbp
4565,Tas1r1
4566,Tas1r2
4567,Tas1r3
4568,Tbc1d1
4569,Tbc1d22a
4570,Tbck
4571,Tbk1
4572,Tbl1xr1
4573,Tbp
4574,Tbpl1
4575,Tbpl2
4576,Tbr1
4577,Tbx1
4578,Tbx18
4579,Tbx2
4580,Tbx20
4581,Tbx21
4582,Tbx3
4583,Tbx4
4584,Tbx5
4585,Tbx6
4586,Tbxa2r
4587,Tcaf1
4588,Tcam1
4589,Tceal5
4590,Tceal9
4591,Tcf12
4592,Tcf21
4593,Tcf3
4594,Tcf7
4595,Tcf7l1
4596,Tcf7l2
4597,Tcof1
4598,Tcp1
4599,Tctn1
4600,Tdg
4601,Tdgf1
4602,Tdh
4603,Tdrd1
4604,Tdrkh
4605,Tead1
4606,Tead2
4607,Tead3
4608,Tec
4609,Tecpr2
4610,Tecr
4611,Tectb
4612,Tek
4613,Tenm1
4614,Tenm4
4615,Tent5c
4616,Tepsin
4617,Terf1
4618,Terf2
4619,Tert
4620,Tesmin
4621,Tespa1
4622,Tet1
4623,Tet2
4624,Tet3
4625,Tex101
4626,Tex19.1
4627,Tfam
4628,Tfap2a
4629,Tfap2b
4630,Tfap2c
4631,Tfap2d
4632,Tfeb
4633,Tfpi
4634,Tfrc
4635,Tgfa
4636,Tgfb1
4637,Tgfb1i1
4638,Tgfb2
4639,Tgfb3
4640,Tgfbr1
4641,Tgfbr2
4642,Tgfbr3
4643,Tgif2
4644,Tgm2
4645,Tgs1
4646,Th
4647,Thap12
4648,Thbd
4649,Thbs1
4650,Thbs2
4651,Thbs3
4652,Thbs4
4653,Themis
4654,Thpo
4655,Thra
4656,Thrap3
4657,Thrb
4658,Thumpd1
4659,Tiam1
4660,Ticam1
4661,Ticam2
4662,Tie1
4663,Tigar
4664,Tigit
4665,Timeless
4666,Timm50
4667,Timmdc1
4668,Timp1
4669,Timp4
4670,Tiparp
4671,Tirap
4672,Tjp1
4673,Tjp2
4674,Tjp3
4675,Tlcd1
4676,Tle1
4677,Tle4
4678,Tle6
4679,Tll1
4680,Tln1
4681,Tlr1
4682,Tlr11
4683,Tlr12
4684,Tlr13
4685,Tlr2
4686,Tlr3
4687,Tlr4
4688,Tlr5
4689,Tlr6
4690,Tlr7
4691,Tlr8
4692,Tlr9
4693,Tlx1
4694,Tlx3
4695,Tmco5
4696,Tmem106b
4697,Tmem108
4698,Tmem109
4699,Tmem119
4700,Tmem120a
4701,Tmem163
4702,Tmem173
4703,Tmem176a
4704,Tmem259
4705,Tmem35a
4706,Tmem41b
4707,Tmem43
4708,Tmem63b
4709,Tmem94
4710,Tmem98
4711,Tmigd1
4712,Tmprss15
4713,Tmprss2
4714,Tmprss4
4715,Tnc
4716,Tnf
4717,Tnfaip3
4718,Tnfrsf11a
4719,Tnfrsf11b
4720,Tnfrsf13b
4721,Tnfrsf13c
4722,Tnfrsf14
4723,Tnfrsf18
4724,Tnfrsf1a
4725,Tnfrsf1b
4726,Tnfrsf4
4727,Tnfrsf9
4728,Tnfsf10
4729,Tnfsf11
4730,Tnfsf12
4731,Tnfsf13
4732,Tnfsf13b
4733,Tnfsf14
4734,Tnfsf4
4735,Tnfsf9
4736,Tnks2
4737,Tnnc1
4738,Tnni3k
4739,Tnnt2
4740,Tnp1
4741,Tnpo1
4742,Tnr
4743,Tns2
4744,Tnxb
4745,Togaram1
4746,Top2a
4747,Top2b
4748,Topbp1
4749,Tor1a
4750,Tor2a
4751,Tox
4752,Tox3
4753,Tpbpa
4754,Tpcn1
4755,Tph1
4756,Tph2
4757,Tpi1
4758,Tppp
4759,Tpr
4760,Tpsab1
4761,Tpsb2
4762,Traf2
4763,Traf3
4764,Traf3ip2
4765,Traf3ip3
4766,Traf6
4767,Trappc10
4768,Trbc1
4769,Trdn
4770,Treh
4771,Trem1
4772,Trem2
4773,Trex1
4774,Trh
4775,Trhr
4776,Trhr2
4777,Trib2
4778,Trib3
4779,Trim17
4780,Trim2
4781,Trim21
4782,Trim24
4783,Trim27
4784,Trim28
4785,Trim29
4786,Trim32
4787,Trim33
4788,Trim34a
4789,Trim36
4790,Trim63
4791,Trim65
4792,Trim7
4793,Trip13
4794,Trmt13
4795,Trmt2a
4796,Trp53
4797,Trp53bp1
4798,Trp53cor1
4799,Trp63
4800,Trp73
4801,Trpa1
4802,Trpc1
4803,Trpc3
4804,Trpc4
4805,Trpc5
4806,Trpc6
4807,Trpc7
4808,Trpm1
4809,Trpm2
4810,Trpm5
4811,Trpm6
4812,Trpm7
4813,Trpm8
4814,Trpv1
4815,Trpv2
4816,Trpv3
4817,Trpv4
4818,Trpv5
4819,Trpv6
4820,Trrap
4821,Tsc1
4822,Tsc2
4823,Tsc22d3
4824,Tsc22d4
4825,Tsg101
4826,Tshb
4827,Tshr
4828,Tshz1
4829,Tslp
4830,Tspyl2
4831,Tssc4
4832,Ttbk1
4833,Ttc8
4834,Ttk
4835,Ttll3
4836,Ttll6
4837,Ttn
4838,Ttyh1
4839,Tuba3a
4840,Tubb1
4841,Tubb2b
4842,Tubb3
4843,Tubg1
4844,Tubg2
4845,Tubgcp2
4846,Tufm
4847,Twf1
4848,Twf2
4849,Twist1
4850,Twist2
4851,Twnk
4852,Txnip
4853,Tyk2
4854,Tyr
4855,Tyro3
4856,Tyrp1
4857,Tyw5
